"word","prob","noun_ratio"
"srme",0.018,1
"deadly",0.096,0
"compares",0.024,0.025
"details",0.516,1
"acidification",0.194,1
"illusion",0.746,1
"stringy",0.344,0.212121212121212
"uchimizu",0.164,0.2
"exposure",0.394,0.984251968503937
"searches",0.224,0.927927927927928
"perpendicularly",0.182,0.0117647058823529
"compete",0.138,0.153846153846154
"aluminized",0.07,0
"magnetic",0.57,0.000967866821525358
"doubts",0.616,0.984
"extenders",0.012,1
"entropy",0.908,0.831460674157303
"worth",0.244,0.154545454545455
"alternating",0.682,0.0804597701149425
"breitenlohner",0.502,1
"aurora",0.714,0.833333333333333
"summarized",0.028,0
"cmk",0.28,0.857142857142857
"contemplated",0.116,0
"progression",0.472,1
"cmg",0.202,0.75
"cme",0.296,0.714285714285714
"debunked",0.156,0
"cmb",0.894,0.8675
"cmt",0.294,0.6
"cms",0.694,0.916666666666667
"cmp",0.26,0.833333333333333
"unpolarized",0.54,0
"inflating",0.362,0.0869565217391304
"detrended",0.082,0
"machines",0.828,1
"granulation",0.026,1
"filtration",0.024,1
"bipolar",0.292,0.0588235294117647
"equals",0.178,0.643076923076923
"protection",0.728,1
"obtained",0.08,0
"fireballs",0.096,0.8
"devastation",0.298,1
"saran",0.014,0.333333333333333
"coins",0.314,0.9375
"bundles",0.726,0.935185185185185
"separated",0.06,0
"ascribe",0.024,0
"separates",0.098,0.12962962962963
"blocking",0.358,0.101123595505618
"tnt",0.216,0.675
"erg",0.18,0.315789473684211
"era",0.798,0.97752808988764
"containment",0.21,0.888888888888889
"elbow",0.072,1
"isochoric",0.658,0.12280701754386
"superlattice",0.394,1
"indicated",0.058,0
"relativistic",0.634,0.00598563447725459
"impair",0.002,0
"indicates",0.134,0.075
"vert",0.42,0.738191632928475
"boussinesq",0.336,0.666666666666667
"recovery",0.534,1
"carriers",0.752,0.982683982683983
"provide",0.074,0.0146036161335188
"nuts",0.326,0.769230769230769
"photoelectrons",0.582,0.976190476190476
"nematic",0.364,0
"arcs",0.398,0.962962962962963
"lenslet",0.138,1
"ladder",0.862,0.956521739130435
"symmetrisation",0.588,1
"ultrahigh",0.012,0
"millimeter",0.192,0.911764705882353
"plasmonics",0.508,1
"arch",0.408,0.772727272727273
"elusive",0.146,0
"mps",0.418,0.777777777777778
"interatomic",0.124,0
"ancients",0.116,1
"coiling",0.162,0.416666666666667
"production",0.79,1
"overshoot",0.244,0.3
"split",0.522,0.415744157441574
"coffee",0.922,0.969811320754717
"safe",0.222,0.0191570881226054
"collide",0.55,0.183006535947712
"roommate",0.232,1
"penetration",0.796,1
"sack",0.052,1
"reasonably",0.092,0.0239520958083832
"routines",0.162,1
"reasonable",0.112,0.00269179004037685
"electrets",0.096,1
"associative",0.044,0
"voyager",0.87,0.912621359223301
"aerodynamics",0.686,0.961538461538462
"sled",0.14,0
"drude",0.782,0.853333333333333
"slew",0.042,0.6
"inadvertently",0.034,0
"poyting",0.142,0.5
"barrier",0.9,0.936096718480138
"colorless",0.378,0.478260869565217
"muller",0.056,1
"triboluminescence",0.51,1
"magdeburg",0.174,1
"blackout",0.26,0.833333333333333
"generalizations",0.562,1
"render",0.026,0.06
"synonymous",0.174,0
"another",0.25,0
"antarctic",0.174,0
"electronic",0.326,0
"illustrate",0.122,0.0372340425531915
"cartesian",0.466,0.0402010050251256
"approximately",0.118,0
"nebulas",0.194,0.8
"stereosound",0.188,1
"john",0.482,0.834821428571429
"cereal",0.416,0.928571428571429
"wasted",0.138,0
"surfactant",0.128,0.583333333333333
"historical",0.14,0
"apparantly",0.084,0.166666666666667
"hologram",0.91,0.888888888888889
"respecting",0.088,0.0555555555555556
"portraits",0.06,1
"impeller",0.242,1
"contents",0.646,0.982456140350877
"convenient",0.328,0.211640211640212
"subjects",0.28,0.928571428571429
"nonresonant",0.082,0
"infalling",0.522,0.40625
"bilinear",0.036,0.125
"acquire",0.092,0
"troughs",0.114,0.925925925925926
"cronin",0.2,0.666666666666667
"bracket",0.706,0.986046511627907
"streched",0.046,0
"lewis",0.148,0.346153846153846
"reactance",0.736,0.96551724137931
"lense",0.608,0.811320754716981
"ellipsoid",0.872,0.708333333333333
"rectangle",0.624,0.925925925925926
"uncountable",0.336,0
"outflow",0.504,0.525423728813559
"degradation",0.168,1
"isophotal",0.008,0
"emf",0.942,0.825214899713467
"emc",0.086,0.75
"superelastic",0.114,0.333333333333333
"morph",0.054,0.142857142857143
"emi",0.326,0.4
"emu",0.248,0.75
"emt",0.308,1
"emp",0.846,0.80952380952381
"emr",0.528,0.833333333333333
"riemannian",0.67,0.0502283105022831
"kolmogorov",0.682,0.594594594594595
"electrostatic",0.464,0.00234466588511137
"discussions",0.428,1
"optimum",0.46,0.104477611940299
"techniques",0.698,0.957377049180328
"away",0.178,0.0010866612333605
"drawn",0.154,0.241469816272966
"misguided",0.092,0
"shields",0.132,0.666666666666667
"handful",0.164,1
"huang",0.27,0.8
"flashes",0.546,0.978260869565217
"kitchen",0.624,0.904761904761905
"climate",0.65,0.893617021276596
"disappears",0.282,0.368794326241135
"tone",0.33,0.984615384615385
"trunk",0.152,0.95
"mutations",0.26,1
"epsilons",0.046,1
"tons",0.19,1
"applicability",0.712,1
"developement",0.294,1
"telecommunications",0.386,1
"juction",0.022,1
"mssm",0.806,0.945945945945946
"tolerances",0.272,1
"excite",0.32,0.0222222222222222
"hacksaw",0.076,1
"pyroelectric",0.004,0
"semisphere",0.2,0
"gns",0.304,0
"reciprocal",0.606,0.0898876404494382
"gnu",0.234,1
"orthorhombic",0.124,0
"endpoints",0.356,0.970149253731343
"characterizing",0.098,0
"cylinder",0.906,0.98293891029169
"cons",0.434,1
"tissue",0.648,0.962962962962963
"cone",0.966,0.976351351351351
"cong",0.1,0.260869565217391
"bqp",0.76,0.703703703703704
"equiconvex",0.378,0.833333333333333
"amount",0.268,0.996359563147578
"synch",0.13,0.6
"wheel",0.886,0.950374531835206
"hang",0.29,0.221238938053097
"counterparts",0.346,0.977777777777778
"hand",0.356,1
"fuse",0.376,0.184873949579832
"mil",0.114,0.875
"musical",0.26,0
"proccess",0.122,1
"thanks",0.262,0.944324557617609
"antispin",0.026,0
"similarities",0.616,1
"jost",0.12,1
"shout",0.126,0.25
"canoe",0.644,1
"openings",0.102,1
"usable",0.084,0
"lcp",0.258,0.6
"lcd",0.764,0.640625
"cantilevers",0.204,1
"adibatic",0.066,0
"cooler",0.718,0.733333333333333
"sparse",0.102,0.263157894736842
"night",0.816,1
"revisiting",0.174,0
"fluoride",0.106,0.75
"cooled",0.094,0
"deconfined",0.246,0
"dualities",0.66,0.973684210526316
"born",0.626,0.0860215053763441
"flatten",0.04,0
"bore",0.05,0.521739130434783
"confusing",0.286,0.0514820592823713
"entropic",0.814,0.555555555555556
"asking",0.096,0.00356930398572278
"maglevs",0.004,0.5
"substitution",0.64,1
"permafrost",0.042,1
"thermostat",0.796,0.888888888888889
"effusion",0.294,1
"wasting",0.17,0.0277777777777778
"cosmologic",0.016,0
"beneficial",0.144,0.129032258064516
"laval",0.422,0.111111111111111
"subsurfaces",0.288,1
"conservation",0.712,0.997642899233942
"threshhold",0.2,0.666666666666667
"gaseous",0.252,0
"plasticity",0.396,1
"needles",0.35,1
"monotherm",0.078,0.5
"catalyst",0.634,0.947368421052632
"hoverboard",0.4,1
"conceptualising",0.138,0
"maximum",0.66,0.135021097046413
"maximun",0.026,1
"wavefield",0.092,0.6
"faking",0.036,0
"firewalls",0.414,0.923076923076923
"aorta",0.046,1
"guessed",0.016,0
"steroes",0.196,1
"perovskite",0.22,0.625
"dichroism",0.076,1
"test",0.722,0.719014626635874
"kvn",0.082,0.75
"kvl",0.404,0.484848484848485
"update",0.496,0.377094972067039
"pythia",0.656,0.608695652173913
"kvp",0.098,1
"mullins",0.034,1
"interval",0.644,0.766345123258307
"cohesion",0.26,1
"observables",0.928,0.940717628705148
"concept",0.568,0.979166666666667
"silverware",0.012,1
"battle",0.218,1
"flyby",0.198,0.916666666666667
"layers",0.516,0.993710691823899
"grapheme",0.064,0.5
"automobiles",0.354,1
"plucker",0.048,1
"rotating",0.846,0.171088746569076
"turns",0.278,0.233404710920771
"happends",0.082,0.333333333333333
"gun",0.942,0.972560975609756
"gut",0.672,0.712230215827338
"guy",0.098,0.967914438502674
"detonated",0.086,0
"agitate",0.026,0
"cosh",0.278,0.864485981308411
"cost",0.42,0.879032258064516
"populating",0.044,0
"forging",0.048,0
"lifshitz",0.674,0.622641509433962
"shared",0.068,0
"paradoxical",0.248,0
"strontium",0.278,0.928571428571429
"sieve",0.204,0.733333333333333
"teacher",0.384,0.851351351351351
"sending",0.108,0.0178571428571429
"pyrolytic",0.154,0
"spacial",0.056,0.0227272727272727
"consciousnesses",0.312,0.857142857142857
"bangs",0.552,1
"scenario",0.826,0.993788819875776
"domains",0.738,0.971223021582734
"pillow",0.224,0.631578947368421
"plotted",0.044,0
"regardless",0.356,0.64027149321267
"extra",0.154,0.0111642743221691
"uphill",0.306,0.375
"filaments",0.428,1
"fbd",0.684,0.822222222222222
"slackens",0.016,0.333333333333333
"quenching",0.694,0.333333333333333
"discriminator",0.472,1
"airburst",0.092,0
"centrality",0.304,1
"coalesce",0.136,0.523809523809524
"rainfall",0.574,0.857142857142857
"skaters",0.278,1
"ibp",0.392,0.625
"skobeltsyn",0.04,0.333333333333333
"trans",0.07,0.916666666666667
"gravitationally",0.238,0.0062111801242236
"geometrized",0.076,0
"chip",0.368,1
"chit",0.038,0
"significances",0.398,1
"weighting",0.214,0.269230769230769
"novoselov",0.18,0.5
"occur",0.464,0.136616362192216
"discussion",0.526,1
"spreads",0.138,0.342465753424658
"positional",0.202,0
"economy",0.39,1
"product",0.678,1
"dampened",0.052,0
"blocks",0.806,0.907192575406032
"produce",0.252,0.0353938185443669
"drastic",0.016,0
"corona",0.892,0.784615384615385
"perfection",0.266,0.875
"approx",0.466,0.571205007824726
"soc",0.256,0.619047619047619
"brain",0.728,1
"still",0.14,0
"equalling",0.058,0.2
"correspondence",0.734,0.975274725274725
"non",0.374,0.194259899016742
"thermometers",0.704,1
"introduce",0.2,0.0466472303206997
"centimeters",0.192,1
"susceptibility",0.624,0.992592592592593
"inversion",0.744,0.963963963963964
"drop",0.824,0.696385542168675
"hermitian",0.93,0.142676767676768
"instabilities",0.62,1
"cusps",0.164,1
"definite",0.372,0.223168654173765
"challenged",0.212,0
"challenges",0.588,0.775510204081633
"year",0.74,1
"naming",0.482,0.210526315789474
"shoots",0.092,0.291666666666667
"multipolar",0.158,0
"geometrodynamics",0.198,1
"thirst",0.194,0.833333333333333
"divergence",0.878,0.986040609137056
"advantages",0.656,0.913793103448276
"optomechanical",0.058,0
"contemplation",0.25,0.75
"transition",0.928,0.985898221949724
"tangled",0.098,0
"suffice",0.302,0.242424242424242
"blind",0.132,0.253968253968254
"cepheid",0.184,1
"ballentines",0.576,1
"blink",0.1,0.666666666666667
"hubbles",0.414,1
"rink",0.082,1
"ring",0.934,0.764158918005072
"grosso",0.062,0.75
"wilczek",0.122,0.636363636363636
"freebit",0.308,0.875
"caught",0.218,0.099009900990099
"remotely",0.202,0
"cooling",0.976,0.35640648011782
"asymmetric",0.758,0.0578512396694215
"brains",0.256,0.934426229508197
"interband",0.082,0.8
"appreciated",0.16,0
"transferred",0.152,0
"prerequisites",0.804,0.940298507462687
"applet",0.222,0.947368421052632
"apples",0.334,0.951219512195122
"impinge",0.098,0.5
"extinguish",0.218,0
"dynamically",0.072,0
"overnight",0.296,0.166666666666667
"equipment",0.776,1
"attractiveness",0.45,1
"intergalactic",0.258,0
"importantly",0.192,0.00709219858156028
"america",0.244,0.714285714285714
"reform",0.036,0.363636363636364
"implications",0.74,0.981818181818182
"mri",0.756,0.845070422535211
"discovered",0.198,0
"stair",0.086,1
"hammock",0.334,1
"superpotentials",0.176,1
"cyclists",0.12,1
"bifurcation",0.858,1
"burst",0.648,0.745762711864407
"deconvolution",0.816,1
"actively",0.022,0
"intramolecular",0.16,0
"colours",0.684,0.946969696969697
"soldering",0.542,0.166666666666667
"hurts",0.184,0.222222222222222
"graviballs",0.248,1
"nils",0.006,1
"impediments",0.174,1
"passenger",0.458,0.963855421686747
"jeans",0.472,0.981481481481482
"inexplicable",0.066,0
"hvz",0.078,1
"starobinsky",0.072,0
"recombines",0.114,0.333333333333333
"tropical",0.514,0
"anomalously",0.126,0
"fnet",0.242,0.666666666666667
"mouton",0.076,1
"finer",0.032,0.576923076923077
"taking",0.228,0.00694444444444444
"pathlines",0.038,0.666666666666667
"inflatable",0.046,0
"figurines",0.01,1
"equal",0.19,0.000362187613183629
"pedalling",0.202,0.5
"develop",0.198,0.0566801619433198
"food",0.802,1
"fetter",0.418,0.923076923076923
"arctic",0.054,0.0909090909090909
"foam",0.812,0.786163522012579
"oersted",0.03,0
"equilibium",0.07,1
"airfoil",0.92,0.980769230769231
"desalinate",0.128,0.5
"vaidman",0.214,0.6
"isometry",0.742,0.9375
"neon",0.768,0.655737704918033
"sweeping",0.104,0.0588235294117647
"reused",0.076,0
"leptogenesis",0.674,1
"narrowband",0.028,0.666666666666667
"wavevector",0.468,0.986666666666667
"verse",0.244,0.823529411764706
"versa",0.458,0.884861407249467
"psi",0.71,0.793853230190257
"abjm",0.162,0.555555555555556
"measurments",0.218,1
"ams",0.312,0.538461538461538
"amu",0.722,0.611111111111111
"microreversed",0.05,0
"fortune",0.142,1
"conducts",0.054,0.228571428571429
"output",0.7,1
"canonically",0.114,0
"tubs",0.014,0.666666666666667
"exposed",0.126,0
"nucleic",0.044,0
"nucleii",0.3,0.818181818181818
"primary",0.54,0.0776892430278884
"mesons",0.758,1
"propagating",0.446,0.224431818181818
"nuggets",0.01,1
"assembly",0.23,0.819672131147541
"indestructible",0.206,0
"fractured",0.002,0
"assemble",0.036,0.0294117647058824
"backup",0.136,0.857142857142857
"redshift",0.904,0.88981288981289
"stabilisation",0.462,1
"bijective",0.214,0.0769230769230769
"shrinking",0.624,0.11
"pitot",0.45,0.65
"stark",0.59,0.283582089552239
"start",0.524,0.205460273013651
"gaze",0.17,1
"stars",0.894,0.959354120267261
"stary",0.028,0
"leptonically",0.128,0
"pitcher",0.118,0.882352941176471
"delayed",0.438,0.00632911392405063
"philosophers",0.404,1
"recoil",0.816,0.902439024390244
"pitched",0.054,0
"dissipative",0.376,0.0540540540540541
"embedded",0.112,0
"default",0.19,0.91304347826087
"commutating",0.05,0
"todd",0.042,0
"earthed",0.146,0
"forcing",0.532,0.188679245283019
"poor",0.106,0
"poop",0.068,1
"phys",0.268,0.803088803088803
"whistling",0.562,0.153846153846154
"reichl",0.224,1
"pool",0.854,0.986440677966102
"insertions",0.236,1
"calorimetry",0.656,1
"acutally",0.058,0
"moonlight",0.926,0.619047619047619
"cores",0.604,0.944444444444444
"monte",0.504,0.771929824561403
"ceases",0.054,0.380952380952381
"fingertips",0.092,0.857142857142857
"monthly",0.122,0
"month",0.406,1
"ceased",0.004,0
"quadrature",0.742,0.954545454545455
"astrophysicists",0.488,0.947368421052632
"insulate",0.214,0
"wmm",0.064,1
"coloured",0.158,0
"antigravity",0.436,0.9
"decide",0.156,0.0632183908045977
"rapidities",0.214,0.833333333333333
"thomsons",0.668,1
"kondo",0.852,0.806451612903226
"locomotive",0.328,0.285714285714286
"streets",0.012,1
"pun",0.166,0.864864864864865
"bass",0.656,0.947368421052632
"lurch",0.196,1
"learned",0.19,0
"tracks",0.638,0.920353982300885
"excess",0.422,0.281767955801105
"arena",0.092,0.857142857142857
"inspired",0.392,0
"losses",0.564,1
"arent",0.338,0.538461538461538
"hcco",0.048,1
"marginal",0.472,0.0476190476190476
"put",0.33,0.0123718628490633
"conventional",0.3,0
"almost",0.24,0
"lowering",0.384,0.194736842105263
"conformational",0.138,0
"propellers",0.942,1
"keplerian",0.426,0
"producing",0.19,0
"tokamaks",0.38,0.923076923076923
"bewtween",0.046,0.5
"persists",0.094,0.25
"photocurrent",0.504,0.903225806451613
"phosphor",0.536,0.95
"phrase",0.226,0.745689655172414
"overcharging",0.056,0
"utilize",0.03,0.0227272727272727
"reject",0.088,0.0869565217391304
"surpasses",0.03,0.1
"overdense",0.146,0.0833333333333333
"communicating",0.238,0.0384615384615385
"circumstellar",0.228,0.333333333333333
"horizontal",0.702,0.190852625635234
"choice",0.522,1
"compulsory",0.302,0.538461538461538
"daggers",0.014,1
"compatification",0.102,1
"knots",0.6,0.978260869565217
"remnants",0.38,1
"thermal",0.6,0.0345601436265709
"altland",0.382,0.878787878787879
"anomolous",0.002,0
"icbm",0.064,1
"synthetically",0.158,0
"systeme",0.026,1
"absence",0.298,0.989873417721519
"vect",0.272,0.692307692307692
"systems",0.626,1
"misalignment",0.218,0.8
"evening",0.288,0.84
"permissible",0.112,0
"specimen",0.372,0.971428571428571
"traversable",0.334,0
"radian",0.458,0.242424242424242
"radial",0.478,0.0362047440699126
"cleavages",0.058,1
"heavy",0.304,0.0231607629427793
"restless",0.036,0
"pivoted",0.088,0
"safety",0.788,1
"pertubative",0.044,0
"doppler",0.566,0.859922178988327
"voros",0.06,1
"favored",0.098,0
"houses",0.444,1
"brightest",0.464,0.0625
"straightened",0.018,0
"loads",0.528,0.9375
"dishwasher",0.272,0.666666666666667
"unresolved",0.178,0
"formular",0.17,0.5
"nesvizhevsky",0.078,0
"irrep",0.488,0.813953488372093
"american",0.162,0
"uncertainly",0.08,0
"poiseuille",0.34,0.617647058823529
"simply",0.134,0
"equating",0.076,0.0462962962962963
"horse",0.59,0.947368421052632
"reflectivity",0.776,0.982456140350877
"ionospheric",0.184,0
"station",0.84,0.988207547169811
"trails",0.51,0.833333333333333
"hundred",0.024,0
"trapped",0.21,0.0147058823529412
"supergauge",0.368,0.545454545454545
"tft",0.19,0.727272727272727
"grey",0.412,0.514705882352941
"toward",0.14,0
"imbalance",0.346,1
"mechanincs",0.216,1
"randomly",0.222,0.0633802816901408
"supertubes",0.104,1
"null",0.846,0.137658227848101
"organs",0.416,0.952380952380952
"temprature",0.564,0.923076923076923
"solitons",0.828,0.980582524271845
"cave",0.058,0.555555555555556
"unconstrained",0.136,0
"caliber",0.154,0.714285714285714
"equivilent",0.072,0.333333333333333
"accreting",0.236,0.181818181818182
"moonshine",0.546,1
"physica",0.16,0.333333333333333
"electrons",0.92,0.991059147180193
"velocity",0.896,0.993234195503559
"rechargeable",0.19,0
"physics",0.772,0.979387739522101
"naively",0.048,0
"phenomenon",0.636,0.981546572934974
"heavens",0.198,1
"feels",0.156,0.292682926829268
"competing",0.044,0
"boils",0.076,0.294117647058824
"pneumatics",0.098,1
"boost",0.776,0.771929824561403
"forster",0.022,0.333333333333333
"afov",0.042,1
"shallowest",0.112,0.5
"mediators",0.352,1
"close",0.244,0.0327641901245962
"superpositioned",0.186,0
"pictures",0.732,0.952777777777778
"pictured",0.194,0
"stagnation",0.744,0.933333333333333
"missing",0.224,0.043684710351377
"spray",0.64,0.681818181818182
"wastage",0.044,1
"bivariate",0.114,0.666666666666667
"abruptly",0.056,0
"annihilators",0.092,1
"forgotten",0.152,0.0769230769230769
"vault",0.048,1
"experimental",0.298,0.0206738131699847
"opeator",0.026,1
"positivly",0.044,0.333333333333333
"proton",0.948,0.950947603121516
"germer",0.014,0.571428571428571
"textbf",0.314,0.742517605633803
"empty",0.426,0.0195121951219512
"lived",0.046,0
"sievert",0.112,0.4
"modelling",0.77,0.25
"lives",0.194,0.508108108108108
"ado",0.048,0.666666666666667
"intriguing",0.07,0.0166666666666667
"practicality",0.552,0.95
"pace",0.378,1
"richter",0.326,0.863636363636364
"guide",0.496,0.485477178423237
"pack",0.328,0.773584905660377
"dictum",0.092,1
"electic",0.142,0
"makeshift",0.042,1
"grand",0.276,0
"composition",0.636,1
"turbulences",0.102,1
"lie",0.62,0.596891191709845
"markovianity",0.35,1
"graviational",0.102,0
"inital",0.028,0.04
"obviously",0.082,0.000597728631201434
"calibrated",0.136,0
"consistency",0.8,0.975609756097561
"powering",0.292,0.0909090909090909
